Id,Label,timeset
15986,M'SHULLA,
15987,OLD SKULL,
15988,GROK,
15989,KILLRAVEN/JONATHAN R,
15990,SABRE,
15991,HIGH OVERLORD,
15992,SKAR,
15993,VIGILANT/PSTUN-RAGE,
15994,FOROPULIST,
15995,VOLCANA ASH,
15996,"EVE 3,031",
15997,"ADAM 3,031",
15998,ATALON,
15999,WARLORD,
16000,MASTER FOUR,
16001,SACRIFICER,
16002,MELONIE,
16003,KASEMA,
16004,KATHAR,
16005,SLEDGE,
16006,"ALEGRIA, RICHIE",
16007,"SCHUYLER, DR. REBECC",
16008,GRYPHON/COMMANDER EK,
16009,",""PATCH II",
16010,",""BURKE, RICKY",
16011,",""REIGNFIRE/",
16012,",""ALEGRIA, RICHIE",
16013,",""SANDERS, DET. NAPOLE",
16014,",""BANTOCK, LT. OLIVER",
16015,",""DEADPOOL/JACK/WADE W",
16016,",""BENTON, TERRY",
16017,",""JONES, WALTER",
16018,"JONES, WALTER",
16019,"BURKE, RICKY",
16020,REIGNFIRE/,
16021,"SANDERS, DET. NAPOLE",
16022,"BANTOCK, LT. OLIVER",
16023,"BENTON, TERRY",
16024,"BLACKSHEAR, JONAS",
16025,"THORPE, GORDON",
16026,"DEWITT, LUCIUS",
16027,",""THORPE, GORDON",
16028,",""DEWITT, LUCIUS",
16029,",""BLACKHEART",
16030,",""BLACKSHEAR, JONAS",
16031,"BRIGGS, AGENT",
16032,"HOLLISTER, SHERIFF",
16033,SNAKESKIN II/,
16034,"ROUSSEAU, ETIENNE",
16035,"CHANDRA, DR.",
16036,"JOSHUA, DR. SEGISMUN",
16037,SHORT CIRCUIT/HENRY,
16038,LOCUS,
16039,",""CHANDRA, DR.",
16040,",""JOSHUA, DR. SEGISMUN",
16041,",""DE LA SALLE, BEATRIC",
16042,"DE LA SALLE, BEATRIC",
16043,",""WENDIGO II/GEORGES B",
16044,WENDIGO II/GEORGES B,
16045,"LELAND, HARRY",
16046,ARAKI [SHI'AR],
16047,MAELEN,
16048,",""LELAND, HARRY",
16049,",""PHOENIX II",
16050,",""ARAKI [SHI'AR]",
16051,",""MAELEN",
16052,EMPRESS R'KILL [SKRU,
16053,EARTHQUAKE,
16054,NIGHTSIDE,
16055,SMASHER IV,
16056,HUSSAR,
16057,",""ORACLE/LADY SIBYL",
16058,",""WARSTAR",
16059,",""STARBOLT",
16060,",""BEL-DANN, GEN.",
16061,"CARTER, JIMMY",
16062,",""CARTER, JIMMY",
16063,"PRYDE, TERRI",
16064,"PRYDE, CARMEN",
16065,",""PRYDE, TERRI",
16066,",""PRYDE, CARMEN",
16067,"MACON, ANGELO",
16068,",""COLE, WADE",
16069,"MANH, COY LEONG XUI",
16070,"MANH, COY NGA",
16071,MAGUS II,
16072,",""MANH, COY LEONG XUI",
16073,",""MANH, COY NGA",
16074,",""MAGUS II",
16075,MINXI [INHUMAN],
16076,VICTORIUS/PROF. VICT,
16077,",""VICTORIUS/PROF. VICT",
16078,"RUBINO, STEVE HEADSE",
16079,KLIGGER/SEN. EUGENE,
16080,",""SATANNISH",
16081,",""SILVER DAGGER/ISAIAH",
16082,",""MEPHISTA",
16083,"PARKER, RICHARD (ROB",
16084,"PARKER, MARY (ROBOT)",
16085,WALRUSS,
16086,"JAKES, JUDSON",
16087,LYLLA,
16088,UNCLE PYKO,
16089,"SANCHEZ, DET. LOUISA",
16090,",""NORTH, DAKOTA",
16091,",""KINGSIZE",
16092,KINGSIZE,
16093,"NORTH, DAKOTA",
16094,SHADES,
16095,COMANCHE,
16096,DARK RAIDER,
16097,"SUAREZ, RAPHAEL",
16098,MALICE III,
16099,",""DARK RAIDER",
16100,",""SUAREZ, RAPHAEL",
16101,"O'NEIL, BRIDGET",
16102,",""O'NEIL, BRIDGET",
16103,",""KARGUL",
16104,",""HUNTARA/MARY ELIZABE",
16105,KARGUL,
16106,STALKING FOX,
16107,RAPTOR II/PROFESSOR,
16108,",""STALKING FOX",
16109,",""RAPTOR II/PROFESSOR",
16110,",""GLABOO",
16111,",""MACKAY, MURDO",
16112,",""MACKAY, AILSA",
16113,",""SHAMAN III",
16114,SHAMAN III,
16115,"MACKAY, MURDO",
16116,"MACKAY, AILSA",
16117,",""MAULER/BRENDAN DOYLE",
16118,MAULER/BRENDAN DOYLE,
16119,",""PENDRAGON, ARTHUR",
16120,"MCPHERSON, LING",
16121,",""MCPHERSON, LING",
16122,OGUR,
16123,SPOILSPORT/,
16124,JET-BLACK/,
16125,NOY,
16126,NIGHTWIND/,
16127,SIGN/,
16128,TOUGH LOVE/,
16129,"FROST, ADRIENNE",
16130,DRAGONWING/,
16131,"FORTUNATO, MARY",
16132,"FORTUNATO, JAMES",
16133,",""FANCY DAN",
16134,"STRONG, SUSAN",
16135,",""SMYTHE, ALISTAIR ALP",
16136,"CALLAHAN, MIKE",
16137,",""WISDOM, PETER",
16138,",""OSBORN, NORMAN",
16139,"OSBORN, EMILY",
16140,DEATH'S HEAD,
16141,",""LUMP",
16142,",""DEATH'S HEAD",
16143,"ST. HUBBINS, SARI",
16144,"CAMPBELL, DR. RORY",
16145,MILAN,
16146,JAVITZ,
16147,",""JAVITZ",
16148,",""GOG III",
16149,",""SISTER MARIA",
16150,SISTER MARIA,
16151,",""VALINOR",
16152,",""LIVING LASER/ARTHUR",
16153,",""ADRIA",
16154,",""DEMONICUS/DR. DOUGLA",
16155,ADRIA,
16156,DIE'ODE/,
16157,"CHORD, MIYAMI",
16158,FU'SE,
16159,ELEC'TRIX/,
16160,"ASTROVIK, ARNOLD",
16161,VIBRATO/,
16162,"DREYFUSS, RACHEL",
16163,BLOODSTRIKE/ERIC CON,
16164,SMILING TIGER/,
16165,MIDNIGHT'S FIRE/,
16166,FIREWALL/THEARY/MIN,
16167,LEFT HAND/DIEGO CASS,
16168,",""BLOODSTRIKE/ERIC CON",
16169,",""SMILING TIGER/",
16170,",""MIDNIGHT'S FIRE/",
16171,",""CHORD, ANDREW",
16172,"STAPLES, EDNA M. GRA",
16173,",""TAI II",
16174,",""STAPLES, EDNA M. GRA",
16175,",""DREYFUSS, RACHEL",
16176,",""JONES, BART",
16177,ENRAGED,
16178,BLACKBALL,
16179,",""BALDWIN, JUSTIN",
16180,FIREBRAND II/BROXTEL,
16181,TERRAFORMER/SAM,
16182,"STANDISH, GEN.",
16183,ETERNAL BRAIN/PROFES,
16184,YETI,
16185,PIXIE/ [ETERNAL],
16186,GADFLY/RUTH MACRAE,
16187,CAPTAIN HIP/FRED MAC,
16188,WALKABOUT,
16189,RAPUNZEL,
16190,SUNSHINE/AUTUMN MACR,
16191,OXBOW/,
16192,EFFIGY/LT. VELMAX/JA,
16193,"LOCKE, DR. CASSANDRA",
16194,MORPH,
16195,",""YETI",
16196,",""PIXIE/ [ETERNAL]",
16197,",""GADFLY/RUTH MACRAE",
16198,",""CAPTAIN HIP/FRED MAC",
16199,",""WALKABOUT",
16200,",""RAPUNZEL",
16201,RECOIL/,
16202,"MODINE, REP. BERNARD",
16203,BLACK FOX/ROBERT W.,
16204,",""MR. JUSTICE/TIMOTHY",
16205,",""NOCTURNE/",
16206,",""NIGHTINGALE/",
16207,",""FLATIRON/RUSSELL",
16208,",""LOCKE, DR. CASSANDRA",
16209,",""EFFIGY/LT. VELMAX/JA",
16210,",""MAKO",
16211,",""ETERNAL BRAIN/PROFES",
16212,",""FIREFALL II",
16213,",""SQUIRE/",
16214,",""RIOT-ACT/",
16215,",""OXBOW/",
16216,",""TEMPLAR/IAN FITZWILL",
16217,TEMPLAR/IAN FITZWILL,
16218,MR. JUSTICE/TIMOTHY,
16219,NOCTURNE/,
16220,NIGHTINGALE/,
16221,FLATIRON/RUSSELL,
16222,MAKO,
16223,FIREFALL II,
16224,SQUIRE/,
16225,RIOT-ACT/,
16226,DEAD RINGER/LOU,
16227,AMERICOP/,
16228,GOLDDIGGER,
16229,"SANADA, KONO",
16230,"HOPKINS, STEVE",
16231,",""BENTLEY, VICTORIA",
16232,"WINTHROP, DESIREE",
16233,"KOWALSKI, TRISH",
16234,"HARDY, LYDIA",
16235,ARMADA II/,
16236,"KOPPISCH, DR. ERIC",
16237,",""MERCURY III/",
16238,",""KOPPISCH, DR. ERIC",
16239,"ISHIMA, DAVID",
16240,",""ISHIMA, DAVID",
16241,"CENTURY, TURNER D.",
16242,TRION,
16243,EJULP,
16244,",""TRION",
16245,",""SABRA/RUTH BAT-SERAP",
16246,",""EJULP",
16247,",""BLACK TOM CASSIDY",
16248,KRAGG,
16249,"MORRELL, SABRINA",
16250,MADMAN/PHIL STERNS,
16251,SIN-EATER/STAN CARTE,
16252,"TOLLIVER, REV. JACKS",
16253,",""OGUN",
16254,",""AMIKO",
16255,",""TURBO II (A)/MICHIKO",
16256,",""BOLT II/CHRIS BRADLE",
16257,",""SANDHURST, VINCENT",
16258,"SANDHURST, VINCENT",
16259,"EDGERTON, MR.",
16260,HOUND,
16261,",""EMPLATE/MARIUS ST. C",
16262,",""EDGERTON, MR.",
16263,",""HOUND",
16264,",""MILAN",
16265,",""CAMPBELL, DR. RORY",
16266,MINOTAUR II,
16267,TRAPSTER II/LARRY CU,
16268,"DULTRY, MARGARET",
16269,HALF-FACE,
16270,",""HALF-FACE",
16271,",""BLOODSTONE/ULYSSES B",
16272,",""CARTER, BRAD",
16273,",""DOMINO",
16274,DOMINO,
16275,",""CRUSHER/EL PROFESSOR",
16276,CRUSHER/EL PROFESSOR,
16277,"JACOBS, BEN",
16278,"HU, DR.",
16279,"BURR, CLAYTON",
16280,"CROSS, STANLEY",
16281,MAINFRAME/IAN WAJLER,
16282,",""JACOBS, BEN",
16283,",""HANSEN, BILLY",
16284,",""MAINFRAME/IAN WAJLER",
16285,FIRE EATER/TOMAS,
16286,",""FIRE EATER/TOMAS",
16287,",""JENNINGS, JOSEPH",
16288,",""XEMNU",
16289,",""CAPTAIN AMERICA IV/S",
16290,CAPTAIN AMERICA IV/S,
16291,SERAPH,
16292,",""SERAPH",
16293,",""RASCAL/",
16294,RASCAL/,
16295,MCLEISH,
16296,AI-CHIA,
16297,",""ASMODEUS",
16298,ASMODEUS,
16299,",""YMIR",
16300,ANAIS,
16301,",""OZYMANDIAS",
16302,KURRGO,
16303,HYPERION II,
16304,DR. SPECTRUM II/DR.,
16305,",""GRANDMASTER/EN DWI G",
16306,",""HYPERION II",
16307,",""GROWING MAN",
16308,",""TAKU",
16309,"ITOBU, DR. JOSHUA",
16310,M'KAMBA,
16311,W'KABI,
16312,N'GASSI,
16313,",""CH'VAYRE",
16314,CH'VAYRE,
16315,",""HARBINGER",
16316,HARBINGER,
16317,AGENT 18/JACK TRUMAN,
16318,"RODRIGUEZ, DEBRA",
16319,"PILLMAN, JIM",
16320,SIR,
16321,"GARRISON, DR.",
16322,",""SIR",
16323,",""GARRISON, DR.",
16324,MR. FEAR V/,
16325,"JONES, ARMAND",
16326,",""LLOIGOROTH",
16327,",""GRIM REAPER/ERIC WIL",
16328,",""AMENHOTEP",
16329,",""INFERNO II/JOSEPH CO",
16330,",""NECRODAMUS",
16331,LLOIGOROTH,
16332,GRIM REAPER/ERIC WIL,
16333,AMENHOTEP,
16334,INFERNO II/JOSEPH CO,
16335,NECRODAMUS,
16336,CASSANDRA,
16337,COAL TIGER/T'CHALLA,
16338,SLOTH,
16339,",""CASSANDRA",
16340,",""COAL TIGER/T'CHALLA",
16341,",""SLOTH",
16342,"MADISON, TAYLOR",
16343,",""MADISON, TAYLOR",
16344,GALEN,
16345,WALDO,
16346,",""RAZA LONGKNIFE",
16347,",""GALEN",
16348,",""WALDO",
16349,"MORGAN, DR. VIVIAN",
16350,BLOOD WRAITH/SEAN DO,
16351,LLYRON,
16352,"CROSS, GENEVIEVE",
16353,",""LLYRON",
16354,",""CROSS, GENEVIEVE",
16355,",""MORGAN, DR. VIVIAN",
16356,",""BLACK KNIGHT/SIR PER",
16357,",""MAXWELL, DR. WILFRED",
16358,",""BLOOD WRAITH/SEAN DO",
16359,",""MERLIN",
16360,",""SETH",
16361,",""ALBERT",
16362,",""ELSIE DEE",
16363,",""SILVER SAMURAI/KENYU",
16364,ALBERT,
16365,ELSIE DEE,
16366,"TABESHAW, HARRY",
16367,HUNTER IN DARKNESS,
16368,VANESSA,
16369,AGGAMON,
16370,",""MIRACLE MAN",
16371,GIGANTO,
16372,STRANGE,
16373,"STEVENS, DR. VINCENT",
16374,",""STRANGE",
16375,",""KURRGO",
16376,KARNIVOR,
16377,"BLAKE, DR. DONALD",
16378,PROSH,
16379,",""PROSH",
16380,SAURON/DR. KARL LYKO,
16381,"KLOSS, BERNARD",
16382,SEESHA,
16383,"SNOW, TANDY",
16384,",""KLOSS, BERNARD",
16385,"EL GIBAR, ACHMED",
16386,",""CHEEVER, JOHN",
16387,"DELANY, CAPT.",
16388,",""WARHAWK II",
16389,TYGERSTRYKE/,
16390,PICO,
16391,TOLLIVER,
16392,WENDIGO III/FRANCOIS,
16393,",""COPYCAT/VANESSA",
16394,",""TYGERSTRYKE/",
16395,",""WEAPON X II/GARRISON",
16396,",""GIDEON",
16397,",""PICO",
16398,",""TOLLIVER",
16399,",""WENDIGO III/FRANCOIS",
16400,THORNN II/LUCIA CALL,
16401,NICODEMUS II,
16402,BURKE,
16403,",""OSAMA",
16404,CARDIAC/DR. ELI WIRT,
16405,"MUMM, MAX",
16406,"FURMAN, RICHARD",
16407,"TAKIMOTO, RON",
16408,"HOBBS, DET.",
16409,SATHAN,
16410,",""TAKIMOTO, RON",
16411,",""HOBBS, DET.",
16412,",""CRIPPLER/KARL STRIKL",
16413,",""SATHAN",
16414,MARVEL BOY III/ROBER,
16415,HUMAN ROBOT,
16416,GORILLA-MAN,
16417,3-D MAN/CHARLES CHAN,
16418,VENUS II,
16419,",""HUMAN ROBOT",
16420,",""GORILLA-MAN",
16421,",""3-D MAN/CHARLES CHAN",
16422,",""MARVEL BOY III/ROBER",
16423,",""VENUS II",
16424,TEMPUS,
16425,",""TEMPUS",
16426,",""TYNDAR",
16427,ALIOTH,
16428,REVELATION,
16429,"LUCIFER, REV.",
16430,LUCIFER II,
16431,"DOLAN, STACY",
16432,"KETCH, BARBARA",
16433,"DOLAN, CAPT. THOMAS",
16434,"KALE, NAOMI",
16435,"KETCH, DORIS AUDRA",
16436,MONGU,
16437,PRETTY BOY,
16438,"DA COSTA, EMMANUEL",
16439,",""DA COSTA, EMMANUEL",
16440,DEMON BEAR,
16441,",""DEMON BEAR",
16442,"CRAIG, REV.",
16443,",""CRAIG, REV.",
16444,AXE/,
16445,",""AXE/",
16446,"ROBERTSON, PROF. BOB",
16447,SPRAGG,
16448,SCANNER II/RHANLA,
16449,STARSHINE III/ANARRA,
16450,LORD GASPAR,
16451,"KEL, JANOTH",
16452,YOVA,
16453,PULSAR II/LAN,
16454,HAMMERHAND II/BRON,
16455,JAVELIN II/DARIN JR.,
16456,XYOSS,
16457,BIANDU,
16458,LIBERATOR/PRINCE TRI,
16459,"THAN, VELENA",
16460,DARK MASTER,
16461,VANIUM,
16462,TALO,
16463,LORD BALDAR,
16464,SENTRY IV/VAL,
16465,TERMINATOR II/PRINCE,
16466,FIREFALL IV/TARN,
16467,",""STARSHINE III/ANARRA",
16468,",""LORD GASPAR",
16469,",""KEL, JANOTH",
16470,",""YOVA",
16471,",""PULSAR II/LAN",
16472,",""HAMMERHAND II/BRON",
16473,",""JAVELIN II/DARIN JR.",
16474,",""XYOSS",
16475,",""BIANDU",
16476,",""LIBERATOR/PRINCE TRI",
16477,",""THAN, VELENA",
16478,LIGHTNINGBOLT II/RAN,
16479,",""SCANNER II/RHANLA",
16480,",""TERMINATOR II/PRINCE",
16481,",""SENTRY IV/VAL",
16482,",""FIREFALL IV/TARN",
16483,XELOCKS [TRIONIAN],
16484,PRESIDENT ITOES [TRI,
16485,PIERSO [TRIONIAN],
16486,",""MALUS, DR. KARL",
16487,",""DADDY LONGLEGS/RAMSE",
16488,DADDY LONGLEGS/RAMSE,
16489,BROOP,
16490,BROTHER TODE,
16491,VIRA,
16492,RAGAR,
16493,MADAME SLAY,
16494,EPHESUS,
16495,SOTEIRA,
16496,WOLVERINE SKRULL,
16497,REVELATION II/,
16498,ARCTURUS,
16499,"BLAIR, CALEY",
16500,"MELLACE, LUCY SANTIN",
16501,"WESSEL, HARRY",
16502,"STANLEY, TOM",
16503,"GEESEY, KARL",
16504,",""MAA-GOR",
16505,IT,
16506,"CUMMINGS, DIANE",
16507,"MARSHALL, GRANT",
16508,"DELAZNY, DORIAN",
16509,"O'BRYAN, BOB",
16510,DR. VAULT,
16511,"RHODES, MRS.",
16512,",""RHODES, MRS.",
16513,"CROSS-WALLACE, SIR G",
16514,WOODGOD,
16515,"OZ, DR. MALACHI",
16516,MINOTAURUS,
16517,DOVINIA,
16518,PINTA,
16519,LEONINUS,
16520,"KING, HANNIBAL/HENRY",
16521,",""DRAKE, FRANKLIN",
16522,",""KING, HANNIBAL/HENRY",
16523,",""HARKER, QUINCY",
16524,DOOMSDAY MAN,
16525,DESTRUCTOR/PROFESSOR,
16526,",""ROSSI, COL. MICHAEL",
16527,KASTYX,
16528,BLUDGEON/,
16529,FIST/,
16530,KATANA/,
16531,",""BLUDGEON/",
16532,",""FIST/",
16533,",""KATANA/",
16534,COTTONMOUTH,
16535,"ANDERSON, MARJORIE",
16536,"ANDERSON, CHET",
16537,"GAMELIN, JOHN T J.T.",
16538,"ANDERSON, NICKY",
16539,"KREIGER, SIMON",
16540,"JONES, HUGH",
16541,"NIVENA, JOANNA",
16542,SABOTEUR/,
16543,",""STARK, HOWARD",
16544,",""ANDERSON, CHET",
16545,",""GAMELIN, JOHN T J.T.",
16546,"HARRISON, COL. EDWAR",
16547,",""AIREO/AEOLUS [INHUMA",
16548,",""TIMBERIUS",
16549,",""STALLIOR",
16550,",""LEONUS/LIONUS [INHUM",
16551,BASILISK II,
16552,GRIFFIN III,
16553,"CLARIS, SVEN",
16554,VAMP,
16555,VEDA,
16556,",""KLIGGER/SEN. EUGENE",
16557,",""VAMP",
16558,",""VEDA",
16559,"DEKKER, GENERAL LYLE",
16560,",""DEKKER, GENERAL LYLE",
16561,"MARTIN, ASHLEY",
16562,",""MARTIN, ASHLEY",
16563,",""SAURON/DR. KARL LYKO",
16564,KRUEGER,
16565,ARNSTROM,
16566,AVIA,
16567,",""KRUEGER",
16568,",""ARNSTROM",
16569,",""AVIA",
16570,",""MR. LUCK II/PHILIP G",
16571,MR. LUCK II/PHILIP G,
16572,",""NHU'ABDAR",
16573,NHU'ABDAR,
16574,DELUGE,
16575,",""DELUGE",
16576,M'KUMBA,
16577,LINAK,
16578,SAKAA,
16579,",""LINAK",
16580,",""SAKAA",
16581,AGED GENGHIS,
16582,RAMA KALIPH,
16583,",""AGED GENGHIS",
16584,",""RAMA KALIPH",
16585,NAMORA/AQUARIA NAUTI,
16586,",""IKTHON",
16587,",""DORMA [ATLANTEAN]",
16588,",""CHANG, DR. PHILLIP",
16589,RINGER/ANTHONY TONY,
16590,",""RINGER/ANTHONY TONY",
16591,",""KANE, MARCY/KAINA",
16592,TOY,
16593,"BALE, EMERSON",
16594,",""WILL O' THE WISP/JAC",
16595,ENFORCER/DELAZNY,
16596,"COWEN, ELAINE",
16597,BUTTONS,
16598,",""CLEMSON, MIKE",
16599,",""CARPENTER, LARRY",
16600,",""BLANDING, HALEY",
16601,",""BLANDING, ANDREW",
16602,",""BLANDING, MRS.",
16603,"BLANDING, MRS.",
16604,"BLANDING, HALEY",
16605,"BLANDING, ANDREW",
16606,"MENGOCHAUZERAUS, GRI",
16607,"MENGOCHAUZERAUS, STA",
16608,"STEPHANAPOULUS, COSM",
16609,FIREBALLS/JACK FARLE,
16610,"ELLENTHORPE, MARIAH",
16611,TANTE MATTIE,
16612,",""MENGOCHAUZERAUS, GRI",
16613,",""MENGOCHAUZERAUS, STA",
16614,",""STEPHANAPOULUS, COSM",
16615,",""FIREBALLS/JACK FARLE",
16616,",""ELLENTHORPE, MARIAH",
16617,",""X-CUTIONER/CARL DENT",
16618,"CONOWAY, SEKMEHT",
16619,"ANUBAR, ANWAR",
16620,"LEBEAU, JEAN-LUC",
16621,",""BOUDREAUX, BELLA DON",
16622,",""COURIER/JACOB GAVIN",
16623,BRES,
16624,",""SOLARR",
16625,",""BEREET",
16626,"MASON, WANDA",
16627,ISBISA/DR. SANDERSON,
16628,",""MASON, WANDA",
16629,",""ISBISA/DR. SANDERSON",
16630,"VINYL, MILO",
16631,SCALEFACE/,
16632,BLACK TALON II/SAMUE,
16633,GARTH,
16634,KEEPER OF THE COMICS,
16635,"RIDGE, CHRISTINA DEV",
16636,VENUS/APHRODITE/VICT,
16637,EROS,
16638,",""SMYTHE, SPENCER",
16639,",""CLAYTON, KATRINKA JA",
16640,"SMYTHE, SPENCER",
16641,"CLAYTON, KATRINKA JA",
16642,"ARCHER, ULYSSES SAMS",
16643,",""MANH, COY TRANH",
16644,"MANH, COY TRANH",
16645,"BUKOWSKI, BUCK",
16646,THERMO/DR. WALTER MI,
16647,HEMINGWAY,
16648,FEVER PITCH/,
16649,VESSEL,
16650,MEMBRAIN/,
16651,GAIA,
16652,",""HEMINGWAY",
16653,",""BRAWN, TRISTAN",
16654,",""FEVER PITCH/",
16655,",""VESSEL",
16656,WRAP,
16657,",""ST. CROIX, CLAUDETTE",
16658,",""ST. CROIX, NICOLE",
16659,SORROW/,
16660,ADVERSARY,
16661,",""O'BREEN, GLORIANNA",
16662,CROSSBOW,
16663,ICONOCLAST,
16664,"CHAPMAN, DEVIN",
16665,"AGUIRRE, ISOBEL",
16666,"CLAY, GORDON",
16667,"POLOMBO, CATHY",
16668,",""AGUIRRE, ISOBEL",
16669,",""CLAY, GORDON",
16670,EXALT,
16671,"STARR, AARON",
16672,"LEVESSEUR, LARENT",
16673,"DUBOIS, HERVE",
16674,",""B'ARR",
16675,",""STEM",
16676,RINGTOSS,
16677,YAP,
16678,BODYBAG,
16679,THUG,
16680,GATECRASHER,
16681,CHINA DOLL,
16682,WAXWORK,
16683,HARD BOILED HENWY,
16684,NUMBERS,
16685,SCATTERBRAIN,
16686,JOYBOY,
16687,FERRO2,
16688,",""RINGTOSS",
16689,",""YAP",
16690,",""BODYBAG",
16691,",""THUG",
16692,",""GATECRASHER",
16693,",""CHINA DOLL",
16694,",""WAXWORK",
16695,",""HARD BOILED HENWY",
16696,",""NUMBERS",
16697,",""SCATTERBRAIN",
16698,"CHUNG, LAO WEI",
16699,",""JOYBOY",
16700,",""FERRO2",
16701,"GRAY, SGT.",
16702,"REISZ, RAY",
16703,GULADKIN,
16704,"CONAN, NEAL",
16705,UTGARD-LOKI,
16706,STRIKER,
16707,SLAUGHTER,
16708,SUNDANCE,
16709,",""CHESNEY, SANFORD",
16710,",""ULTIMATOR/",
16711,"CHESNEY, SANFORD",
16712,ULTIMATOR/,
16713,",""DIRT NAP",
16714,",""EXPEDITER II/ZOE CUL",
16715,",""GENESIS/TYLER DAYSPR",
16716,",""HURRICANE III",
16717,TOPSPIN/DARREN MITCH,
16718,"FONTREAUX, GUY",
16719,"STERMAN, ANDREA ANDI",
16720,GOLDFIRE/AMEIKO SABU,
16721,",""TOPSPIN/DARREN MITCH",
16722,",""STERMAN, ANDREA ANDI",
16723,",""IRON CROSS/HELMUT GR",
16724,"MARTINEZ, LINETTE",
16725,THOUSAND,
16726,"PATTON, JESS",
16727,",""QUEEN KNORDA/NORA QU",
16728,",""BLACK KNIGHT V STATU",
16729,SHALLA BAL,
16730,",""LOBO, EDUARDO",
16731,",""TOLLIVER, REV. JACKS",
16732,THANE ECTOR,
16733,NAKKA,
16734,FOOL,
16735,SYBYL DORN,
16736,",""BUSH, GEORGE",
16737,",""NAKKA",
16738,",""FOOL",
16739,",""THANE ECTOR",
16740,",""SYBYL DORN",
16741,",""KAMIKAZE",
16742,",""OLAR",
16743,OLAR,
16744,NEZARR,
16745,ONEG,
16746,",""NEZARR",
16747,",""ONEG",
16748,EQUILIBRIUS,
16749,",""EXPEDITER/JOHN WRAIT",
16750,",""SILVER FOX II/ZORA D",
16751,SILVER FOX II/ZORA D,
16752,"CASSADA, ROSA",
16753,"CASSADA, ROBERTO",
16754,"CASSADA, MICHAEL",
16755,"CASSADA, CARLOS",
16756,"LOBO, CARLOS",
16757,",""LOBO, CARLOS",
16758,",""MONGOOSE",
16759,ATOM SMASHER II/,
16760,"GAUNT, OFFICER KIM",
16761,"PRAZNIKI, SYLVIA",
16762,"NICHOLS, LORNA",
16763,",""INAZUMA",
16764,"TAKAHASHI, REI",
16765,UNICORN II/,
16766,NIMROD III,
16767,"STRONG, MARTIN HENRY",
16768,"HIDALGO, DETECTIVE J",
16769,"GUTHRIE, JOSH",
16770,GAR-TOOM,
16771,",""MASQUE",
16772,",""ARCADE/",
16773,"PETRIE, JUDGE RICHAR",
16774,SENTINELS,
16775,"MULDOON, TEXAS JACK",
16776,",""BALE, EMERSON",
16777,",""EQUINOX/TERRY SORENS",
16778,EQUINOX/TERRY SORENS,
16779,",""BANCROFT, MARTINE",
16780,"BREWER, DR. MELINDA",
16781,TERROR II,
16782,IKARYS,
16783,ARVAK,
16784,JASON II,
16785,"P'KRRD, CAPTAIN",
16786,SHAKATI,
16787,G'ANYM,
16788,ASTRA,
16789,DELPHOS,
16790,HOBGOBLIN,
16791,QUASAR II,
16792,FANG II,
16793,TITAN,
16794,ESON II,
16795,MENTOR II,
16796,"TRASK, RAYMOND",
16797,",""TRASK, RAYMOND",
16798,",""BLACK TALON II/SAMUE",
16799,",""CHAMPION/TRYCO SLATT",
16800,CHAMPION/TRYCO SLATT,
16801,ADORA,
16802,STAR THIEF III/DITMI,
16803,NOVA 0:0,
16804,",""STAR THIEF III/DITMI",
16805,",""NOVA 0:0",
16806,",""DUNHAM, LAURA",
16807,MAXOV,
16808,DEADHEAD,
16809,THERA,
16810,SURESHOT,
16811,PLANNER,
16812,WARHEAD/GREGORY SLIV,
16813,",""MAXOV",
16814,",""CONDOR",
16815,",""DEADHEAD",
16816,",""THERA",
16817,",""SURESHOT",
16818,KID QUARRY,
16819,ARMADA,
16820,DANTE,
16821,",""ARMADA",
16822,",""DANTE",
16823,STRANGLER,
16824,MURDER,
16825,ADORA CLONE,
16826,"MARCEAUX, BELIZE",
16827,"LEBEAU, JACQUE",
16828,",""ABSALOM",
16829,",""BURKE",
16830,",""NICODEMUS II",
16831,",""MARCEAUX, BELIZE",
16832,",""LEBEAU, JEAN-LUC",
16833,",""SAUL",
16834,EXALTED ONE,
16835,GRIS-GRIS,
16836,",""ANUBAR, ANWAR",
16837,",""FONTANELLE/GLORIA DA",
16838,",""CONOWAY, SEKMEHT",
16839,",""EXALTED ONE",
16840,"ISHIHARA, ZOE",
16841,"POITIER, CLAUDE",
16842,SINGER,
16843,"LEBEAU, MERCY",
16844,FIFOLET,
16845,"LAPIN, EMIL",
16846,QUESTA,
16847,"ALOUETTE, GENARD",
16848,"MARCEAUX, THEOREN",
16849,",""ISHIHARA, ZOE",
16850,"RAYMOND, HENRY/ADAM",
16851,TITHE COLLECTOR,
16852,",""LEBEAU, JACQUE",
16853,",""RAYMOND, HENRY/ADAM",
16854,",""TANTE MATTIE",
16855,",""TITHE COLLECTOR",
16856,"MUELLER, AMANDA",
16857,",""LAPIN, EMIL",
16858,",""POITIER, CLAUDE",
16859,",""MARCEAUX, THEOREN",
16860,",""SINGER",
16861,SANDY,
16862,WOLFGANG,
16863,SKYE,
16864,"PARK, ARCHIE",
16865,",""MARTELL, SHIELD AGEN",
16866,",""SPYMASTER/JAKE JORDA",
16867,",""FROG MAN/FROG LE BLA",
16868,FROG MAN/FROG LE BLA,
16869,",""ARSENAL",
16870,ARSENAL,
16871,"BEERE, JASON",
16872,",""BEERE, JASON",
16873,"CICERO, CAESAR BIG C",
